basis,sample,series,ref_year,unweighted,weighted,n_countries,pop_coverage
nearest_survey,balanced,WID_pretax_per_capita,2016,0.5468912997,0.5813262384,77,0.8251271921
nearest_survey,balanced,WID_pretax_per_capita,2017,0.5480342549,0.5842802159,77,0.8243794044
nearest_survey,balanced,WID_pretax_per_capita,2018,0.548133553,0.5841607967,77,0.8236656334
nearest_survey,balanced,WID_pretax_per_capita,2019,0.5458347236,0.5814648515,77,0.822763838
nearest_survey,balanced,WID_pretax_per_capita,2020,0.5484200746,0.5818354403,77,0.8216676498
nearest_survey,balanced,WID_pretax_per_capita,2021,0.5469321921,0.5827138582,77,0.8204475376
nearest_survey,balanced,WID_pretax_per_capita,2022,0.5454313979,0.5844879897,77,0.8190592529
nearest_survey,balanced,WID_pretax_per_capita,2023,0.5446079946,0.5845688605,77,0.8175896
nearest_survey,balanced,WID_pretax_per_capita,2024,0.544534053,0.5844843114,77,0.8162084875
nearest_survey,common,PIP,1990,0.3979317467,0.3500601272,98,0.8755078369
nearest_survey,common,PIP,1991,0.398336019,0.3508479498,105,0.885746998
nearest_survey,common,PIP,1992,0.4008499972,0.354270218,108,0.8896001946
nearest_survey,common,PIP,1993,0.400986095,0.3578468964,116,0.9006433038
nearest_survey,common,PIP,1994,0.4005002583,0.3574872362,118,0.9014975291
nearest_survey,common,PIP,1995,0.4040302271,0.3659475153,122,0.9047502513
nearest_survey,common,PIP,1996,0.4058208412,0.3666348158,126,0.9067853018
nearest_survey,common,PIP,1997,0.4045514578,0.3646636334,131,0.9082795594
nearest_survey,common,PIP,1998,0.3996994252,0.3702286479,136,0.9125938589
nearest_survey,common,PIP,1999,0.3982198908,0.3728196298,140,0.9211732523
nearest_survey,common,PIP,2000,0.3974980736,0.3698069491,145,0.9221164442
nearest_survey,common,PIP,2001,0.3954911306,0.376420448,150,0.9302616113
nearest_survey,common,PIP,2002,0.3939918764,0.3745224989,150,0.9297222687
nearest_survey,common,PIP,2003,0.3949932591,0.3750235498,152,0.9501156878
nearest_survey,common,PIP,2004,0.3941004979,0.3725153567,153,0.9557380047
nearest_survey,common,PIP,2005,0.3930374913,0.3733712063,154,0.9555424394
nearest_survey,common,PIP,2006,0.3897028691,0.3721637868,157,0.9629472715
nearest_survey,common,PIP,2007,0.3862380582,0.3742469994,158,0.9627458032
nearest_survey,common,PIP,2008,0.3845282648,0.3733441792,158,0.963166972
nearest_survey,common,PIP,2009,0.3823292957,0.3718233177,157,0.9589768922
nearest_survey,common,PIP,2010,0.3803747786,0.3727758825,158,0.9654584308
nearest_survey,common,PIP,2011,0.3782503511,0.3715209662,157,0.9637826245
nearest_survey,common,PIP,2012,0.3781956829,0.3704542603,158,0.9602577744
nearest_survey,common,PIP,2013,0.3768626477,0.3659231307,161,0.960479543
nearest_survey,common,PIP,2014,0.3764408215,0.3650812066,162,0.9596402296
nearest_survey,common,PIP,2015,0.3735249149,0.3634830877,160,0.9556539092
nearest_survey,common,PIP,2016,0.3723041913,0.3627356465,159,0.9552758132
nearest_survey,common,PIP,2017,0.368976124,0.3570446917,161,0.9556281646
nearest_survey,common,PIP,2018,0.3672891846,0.3558145543,158,0.9541806667
nearest_survey,common,PIP,2019,0.363969007,0.3531004784,155,0.9495027883
nearest_survey,common,PIP,2020,0.362317737,0.3474642655,151,0.9378961709
nearest_survey,common,PIP,2021,0.3576306859,0.3451816703,147,0.9368576244
nearest_survey,common,PIP,2022,0.3545737802,0.3460932256,142,0.930063273
nearest_survey,common,PIP,2023,0.3525136533,0.3461264553,134,0.920359542
nearest_survey,common,PIP,2024,0.350423248,0.3438834524,126,0.9025910072
nearest_survey,common,PIP_consinc,1990,0.4504652378,0.4397262933,98,0.8755078369
nearest_survey,common,PIP_consinc,1991,0.4537260412,0.4408720675,105,0.885746998
nearest_survey,common,PIP_consinc,1992,0.4567828392,0.4436422638,108,0.8896001946
nearest_survey,common,PIP_consinc,1993,0.4605087686,0.4483952462,116,0.9006433038
nearest_survey,common,PIP_consinc,1994,0.4622156783,0.4487484905,118,0.9014975291
nearest_survey,common,PIP_consinc,1995,0.4698232553,0.4565650669,122,0.9047502513
nearest_survey,common,PIP_consinc,1996,0.4717081,0.457720823,126,0.9067853018
nearest_survey,common,PIP_consinc,1997,0.4752019845,0.4566103787,131,0.9082795594
nearest_survey,common,PIP_consinc,1998,0.4730905396,0.4605556611,136,0.9125938589
nearest_survey,common,PIP_consinc,1999,0.4719605049,0.4640762509,140,0.9211732523
nearest_survey,common,PIP_consinc,2000,0.4732951078,0.4614558404,145,0.9221164442
nearest_survey,common,PIP_consinc,2001,0.4735541422,0.4676237246,150,0.9302616113
nearest_survey,common,PIP_consinc,2002,0.4723626326,0.4659966864,150,0.9297222687
nearest_survey,common,PIP_consinc,2003,0.4729586846,0.4644005378,152,0.9501156878
nearest_survey,common,PIP_consinc,2004,0.4720440527,0.4623500617,153,0.9557380047
nearest_survey,common,PIP_consinc,2005,0.4689208036,0.4630880417,154,0.9555424394
nearest_survey,common,PIP_consinc,2006,0.4663933891,0.4621373361,157,0.9629472715
nearest_survey,common,PIP_consinc,2007,0.4654667266,0.4641843415,158,0.9627458032
nearest_survey,common,PIP_consinc,2008,0.4616327721,0.4630098064,158,0.963166972
nearest_survey,common,PIP_consinc,2009,0.4577807895,0.4614193754,157,0.9589768922
nearest_survey,common,PIP_consinc,2010,0.4538208951,0.4624115073,158,0.9654584308
nearest_survey,common,PIP_consinc,2011,0.4506780996,0.4615625609,157,0.9637826245
nearest_survey,common,PIP_consinc,2012,0.4501054399,0.4608572265,158,0.9602577744
nearest_survey,common,PIP_consinc,2013,0.4502699723,0.4574377708,161,0.960479543
nearest_survey,common,PIP_consinc,2014,0.4487542161,0.4562156974,162,0.9596402296
nearest_survey,common,PIP_consinc,2015,0.445670376,0.4551747452,160,0.9556539092
nearest_survey,common,PIP_consinc,2016,0.4432243431,0.4540023036,159,0.9552758132
nearest_survey,common,PIP_consinc,2017,0.4399603755,0.4478740372,161,0.9556281646
nearest_survey,common,PIP_consinc,2018,0.4383278326,0.4472442918,158,0.9541806667
nearest_survey,common,PIP_consinc,2019,0.4343691006,0.4450106648,155,0.9495027883
nearest_survey,common,PIP_consinc,2020,0.4300204837,0.4382305358,151,0.9378961709
nearest_survey,common,PIP_consinc,2021,0.4237779767,0.4338809481,147,0.9368576244
nearest_survey,common,PIP_consinc,2022,0.4185662072,0.4342777411,142,0.930063273
nearest_survey,common,PIP_consinc,2023,0.4154085233,0.4344198627,134,0.920359542
nearest_survey,common,PIP_consinc,2024,0.4119546932,0.4320119592,126,0.9025910072
nearest_survey,common,PIP_consinc_wb,1990,0.4557701244,0.4492139912,98,0.8755078369
nearest_survey,common,PIP_consinc_wb,1991,0.4584855147,0.4502582839,105,0.885746998
nearest_survey,common,PIP_consinc_wb,1992,0.4618056451,0.4534747291,108,0.8896001946
nearest_survey,common,PIP_consinc_wb,1993,0.4646429346,0.457557111,116,0.9006433038
nearest_survey,common,PIP_consinc_wb,1994,0.464923292,0.4568225336,118,0.9014975291
nearest_survey,common,PIP_consinc_wb,1995,0.4723207901,0.4648745384,122,0.9047502513
nearest_survey,common,PIP_consinc_wb,1996,0.4734743417,0.4655077116,126,0.9067853018
nearest_survey,common,PIP_consinc_wb,1997,0.4758101595,0.4638724391,131,0.9082795594
nearest_survey,common,PIP_consinc_wb,1998,0.4736781876,0.4683095112,136,0.9125938589
nearest_survey,common,PIP_consinc_wb,1999,0.473075031,0.4714293062,140,0.9211732523
nearest_survey,common,PIP_consinc_wb,2000,0.4748417196,0.4687351146,145,0.9221164442
nearest_survey,common,PIP_consinc_wb,2001,0.4732982997,0.4732501222,150,0.9302616113
nearest_survey,common,PIP_consinc_wb,2002,0.4710298988,0.4704886818,150,0.9297222687
nearest_survey,common,PIP_consinc_wb,2003,0.4714009638,0.4684243299,152,0.9501156878
nearest_survey,common,PIP_consinc_wb,2004,0.4702655386,0.463125031,153,0.9557380047
nearest_survey,common,PIP_consinc_wb,2005,0.4678741823,0.4637174657,154,0.9555424394
nearest_survey,common,PIP_consinc_wb,2006,0.4636377121,0.4623544595,157,0.9629472715
nearest_survey,common,PIP_consinc_wb,2007,0.4610505858,0.4612839295,158,0.9627458032
nearest_survey,common,PIP_consinc_wb,2008,0.4565117588,0.4594867085,158,0.963166972
nearest_survey,common,PIP_consinc_wb,2009,0.45300399,0.458125447,157,0.9589768922
nearest_survey,common,PIP_consinc_wb,2010,0.4492766769,0.4574341899,158,0.9654584308
nearest_survey,common,PIP_consinc_wb,2011,0.4459597822,0.4543651743,157,0.9637826245
nearest_survey,common,PIP_consinc_wb,2012,0.4451223554,0.4523878953,158,0.9602577744
nearest_survey,common,PIP_consinc_wb,2013,0.4433969798,0.4463188974,161,0.960479543
nearest_survey,common,PIP_consinc_wb,2014,0.4416602306,0.4441935462,162,0.9596402296
nearest_survey,common,PIP_consinc_wb,2015,0.437704814,0.4419070409,160,0.9556539092
nearest_survey,common,PIP_consinc_wb,2016,0.4358405252,0.4400575142,159,0.9552758132
nearest_survey,common,PIP_consinc_wb,2017,0.4320003704,0.4288657605,161,0.9556281646
nearest_survey,common,PIP_consinc_wb,2018,0.4291274308,0.4271695066,158,0.9541806667
nearest_survey,common,PIP_consinc_wb,2019,0.4247926379,0.4240123134,155,0.9495027883
nearest_survey,common,PIP_consinc_wb,2020,0.4206442338,0.4167047187,151,0.9378961709
nearest_survey,common,PIP_consinc_wb,2021,0.4145691295,0.4123096716,147,0.9368576244
nearest_survey,common,PIP_consinc_wb,2022,0.4089579394,0.4132475921,142,0.930063273
nearest_survey,common,PIP_consinc_wb,2023,0.4055536439,0.4133024547,134,0.920359542
nearest_survey,common,PIP_consinc_wb,2024,0.4016438694,0.4101629074,126,0.9025910072
nearest_survey,common,PIP_topadj,1990,0.5104183731,0.4924568295,98,0.8755078369
nearest_survey,common,PIP_topadj,1991,0.5145273985,0.4936378648,105,0.885746998
nearest_survey,common,PIP_topadj,1992,0.518982502,0.4989029356,108,0.8896001946
nearest_survey,common,PIP_topadj,1993,0.5224133872,0.5028581127,116,0.9006433038
nearest_survey,common,PIP_topadj,1994,0.5251328075,0.5040469009,118,0.9014975291
nearest_survey,common,PIP_topadj,1995,0.532517968,0.51350594,122,0.9047502513
nearest_survey,common,PIP_topadj,1996,0.5342019527,0.5146908598,126,0.9067853018
nearest_survey,common,PIP_topadj,1997,0.5379172881,0.5144199872,131,0.9082795594
nearest_survey,common,PIP_topadj,1998,0.5343219624,0.5166984518,136,0.9125938589
nearest_survey,common,PIP_topadj,1999,0.5333006518,0.5270579248,140,0.9211732523
nearest_survey,common,PIP_topadj,2000,0.5350424923,0.5269993476,145,0.9221164442
nearest_survey,common,PIP_topadj,2001,0.5354358577,0.5356313822,150,0.9302616113
nearest_survey,common,PIP_topadj,2002,0.5338115287,0.5324204519,150,0.9297222687
nearest_survey,common,PIP_topadj,2003,0.5354835618,0.5309656306,152,0.9501156878
nearest_survey,common,PIP_topadj,2004,0.5343866462,0.531437316,153,0.9557380047
nearest_survey,common,PIP_topadj,2005,0.5315982297,0.5326506372,154,0.9555424394
nearest_survey,common,PIP_topadj,2006,0.5285220733,0.5315874199,157,0.9629472715
nearest_survey,common,PIP_topadj,2007,0.5283848045,0.5354150447,158,0.9627458032
nearest_survey,common,PIP_topadj,2008,0.523802357,0.534764014,158,0.963166972
nearest_survey,common,PIP_topadj,2009,0.5193229813,0.5328020207,157,0.9589768922
nearest_survey,common,PIP_topadj,2010,0.5169757507,0.5341641566,158,0.9654584308
nearest_survey,common,PIP_topadj,2011,0.5148344391,0.5337012371,157,0.9637826245
nearest_survey,common,PIP_topadj,2012,0.5139128223,0.5321136115,158,0.9602577744
nearest_survey,common,PIP_topadj,2013,0.5149669707,0.5284049294,161,0.960479543
nearest_survey,common,PIP_topadj,2014,0.5146117358,0.5281670317,162,0.9596402296
nearest_survey,common,PIP_topadj,2015,0.5112331398,0.5275788292,160,0.9556539092
nearest_survey,common,PIP_topadj,2016,0.5077711201,0.5254676871,159,0.9552758132
nearest_survey,common,PIP_topadj,2017,0.5045150649,0.5234258462,161,0.9556281646
nearest_survey,common,PIP_topadj,2018,0.5027559845,0.5236995096,158,0.9541806667
nearest_survey,common,PIP_topadj,2019,0.4982161532,0.5207371965,155,0.9495027883
nearest_survey,common,PIP_topadj,2020,0.4937574636,0.5161363583,151,0.9378961709
nearest_survey,common,PIP_topadj,2021,0.489077029,0.5136128221,147,0.9368576244
nearest_survey,common,PIP_topadj,2022,0.4830912001,0.5137928681,142,0.930063273
nearest_survey,common,PIP_topadj,2023,0.4802763141,0.5142980305,134,0.920359542
nearest_survey,common,PIP_topadj,2024,0.4767227223,0.5123475498,126,0.9025910072
nearest_survey,common,PIP_topadj_wb,1990,0.5146126381,0.5007375291,98,0.8755078369
nearest_survey,common,PIP_topadj_wb,1991,0.5182666563,0.501829812,105,0.885746998
nearest_survey,common,PIP_topadj_wb,1992,0.5227684425,0.5073565245,108,0.8896001946
nearest_survey,common,PIP_topadj_wb,1993,0.5253714491,0.5107193997,116,0.9006433038
nearest_survey,common,PIP_topadj_wb,1994,0.5269364948,0.5110116803,118,0.9014975291
nearest_survey,common,PIP_topadj_wb,1995,0.5345946716,0.5208546752,122,0.9047502513
nearest_survey,common,PIP_topadj_wb,1996,0.5358994782,0.5215949473,126,0.9067853018
nearest_survey,common,PIP_topadj_wb,1997,0.5384981716,0.5208207881,131,0.9082795594
nearest_survey,common,PIP_topadj_wb,1998,0.5350317495,0.5238623958,136,0.9125938589
nearest_survey,common,PIP_topadj_wb,1999,0.5344981869,0.5338298523,140,0.9211732523
nearest_survey,common,PIP_topadj_wb,2000,0.5361752641,0.5333872522,145,0.9221164442
nearest_survey,common,PIP_topadj_wb,2001,0.5348910277,0.5404846285,150,0.9302616113
nearest_survey,common,PIP_topadj_wb,2002,0.5323155449,0.5363030583,150,0.9297222687
nearest_survey,common,PIP_topadj_wb,2003,0.5335714613,0.5344360682,152,0.9501156878
nearest_survey,common,PIP_topadj_wb,2004,0.5321506547,0.5320374478,153,0.9557380047
nearest_survey,common,PIP_topadj_wb,2005,0.5305011621,0.5331891643,154,0.9555424394
nearest_survey,common,PIP_topadj_wb,2006,0.5256384752,0.5317653654,157,0.9629472715
nearest_survey,common,PIP_topadj_wb,2007,0.5249742908,0.5334916625,158,0.9627458032
nearest_survey,common,PIP_topadj_wb,2008,0.5198028503,0.5323037872,158,0.963166972
nearest_survey,common,PIP_topadj_wb,2009,0.5154060749,0.5304806441,157,0.9589768922
nearest_survey,common,PIP_topadj_wb,2010,0.5129381113,0.5301402296,158,0.9654584308
nearest_survey,common,PIP_topadj_wb,2011,0.5107337745,0.5278734804,157,0.9637826245
nearest_survey,common,PIP_topadj_wb,2012,0.509601717,0.5251910354,158,0.9602577744
nearest_survey,common,PIP_topadj_wb,2013,0.509092881,0.5191833854,161,0.960479543
nearest_survey,common,PIP_topadj_wb,2014,0.508589163,0.5181728908,162,0.9596402296
nearest_survey,common,PIP_topadj_wb,2015,0.5044559787,0.5164998724,160,0.9556539092
nearest_survey,common,PIP_topadj_wb,2016,0.5014492272,0.5137924324,159,0.9552758132
nearest_survey,common,PIP_topadj_wb,2017,0.4977992542,0.5079674904,161,0.9556281646
nearest_survey,common,PIP_topadj_wb,2018,0.4950783788,0.5073753586,158,0.9541806667
nearest_survey,common,PIP_topadj_wb,2019,0.4902291549,0.5036029349,155,0.9495027883
nearest_survey,common,PIP_topadj_wb,2020,0.4859669118,0.4986743221,151,0.9378961709
nearest_survey,common,PIP_topadj_wb,2021,0.4813479629,0.4959845521,147,0.9368576244
nearest_survey,common,PIP_topadj_wb,2022,0.4754247666,0.4967176219,142,0.930063273
nearest_survey,common,PIP_topadj_wb,2023,0.472024813,0.4970889615,134,0.920359542
nearest_survey,common,PIP_topadj_wb,2024,0.4680976867,0.4945600405,126,0.9025910072
nearest_survey,common,WID_posttax_per_capita,1990,0.5092104316,0.4756936024,98,0.8755078369
nearest_survey,common,WID_posttax_per_capita,1991,0.5139841147,0.4830585634,105,0.885746998
nearest_survey,common,WID_posttax_per_capita,1992,0.5201976825,0.4931080717,108,0.8896001946
nearest_survey,common,WID_posttax_per_capita,1993,0.5216102112,0.5002075104,116,0.9006433038
nearest_survey,common,WID_posttax_per_capita,1994,0.5251069541,0.5075109912,118,0.9014975291
nearest_survey,common,WID_posttax_per_capita,1995,0.5303015957,0.5093227575,122,0.9047502513
nearest_survey,common,WID_posttax_per_capita,1996,0.5345623104,0.510663076,126,0.9067853018
nearest_survey,common,WID_posttax_per_capita,1997,0.5334573933,0.510135786,131,0.9082795594
nearest_survey,common,WID_posttax_per_capita,1998,0.5294200824,0.5097070295,136,0.9125938589
nearest_survey,common,WID_posttax_per_capita,1999,0.5296129519,0.5129742883,140,0.9211732523
nearest_survey,common,WID_posttax_per_capita,2000,0.5292750101,0.5192628125,145,0.9221164442
nearest_survey,common,WID_posttax_per_capita,2001,0.5275047147,0.520037636,150,0.9302616113
nearest_survey,common,WID_posttax_per_capita,2002,0.526870527,0.5269173715,150,0.9297222687
nearest_survey,common,WID_posttax_per_capita,2003,0.5278285078,0.5309698543,152,0.9501156878
nearest_survey,common,WID_posttax_per_capita,2004,0.5274803165,0.5325579831,153,0.9557380047
nearest_survey,common,WID_posttax_per_capita,2005,0.526291763,0.5366546807,154,0.9555424394
nearest_survey,common,WID_posttax_per_capita,2006,0.5257128214,0.5372653991,157,0.9629472715
nearest_survey,common,WID_posttax_per_capita,2007,0.5272654122,0.5392967074,158,0.9627458032
nearest_survey,common,WID_posttax_per_capita,2008,0.5233131706,0.5392160312,158,0.963166972
nearest_survey,common,WID_posttax_per_capita,2009,0.5191435827,0.5396912236,157,0.9589768922
nearest_survey,common,WID_posttax_per_capita,2010,0.5209513035,0.5421290556,158,0.9654584308
nearest_survey,common,WID_posttax_per_capita,2011,0.519809487,0.543014006,157,0.9637826245
nearest_survey,common,WID_posttax_per_capita,2012,0.5196254209,0.541114991,158,0.9602577744
nearest_survey,common,WID_posttax_per_capita,2013,0.5210905267,0.5413710309,161,0.960479543
nearest_survey,common,WID_posttax_per_capita,2014,0.5182169816,0.5408409401,162,0.9596402296
nearest_survey,common,WID_posttax_per_capita,2015,0.5163018499,0.5420182544,160,0.9556539092
nearest_survey,common,WID_posttax_per_capita,2016,0.5149352778,0.543223479,159,0.9552758132
nearest_survey,common,WID_posttax_per_capita,2017,0.515134735,0.5459315101,161,0.9556281646
nearest_survey,common,WID_posttax_per_capita,2018,0.5136624528,0.5455166983,158,0.9541806667
nearest_survey,common,WID_posttax_per_capita,2019,0.51112596,0.5428626621,155,0.9495027883
nearest_survey,common,WID_posttax_per_capita,2020,0.5066740961,0.5391359609,151,0.9378961709
nearest_survey,common,WID_posttax_per_capita,2021,0.504801026,0.5407807584,147,0.9368576244
nearest_survey,common,WID_posttax_per_capita,2022,0.5031962456,0.5432861317,142,0.930063273
nearest_survey,common,WID_posttax_per_capita,2023,0.501106295,0.5449081038,134,0.920359542
nearest_survey,common,WID_posttax_per_capita,2024,0.4981647044,0.5446988675,126,0.9025910072
nearest_survey,common,WID_pretax_per_capita,1990,0.5505730967,0.4964992731,98,0.8755078369
nearest_survey,common,WID_pretax_per_capita,1991,0.5550702665,0.5047830513,105,0.885746998
nearest_survey,common,WID_pretax_per_capita,1992,0.5628305138,0.5166542783,108,0.8896001946
nearest_survey,common,WID_pretax_per_capita,1993,0.563978979,0.5243279267,116,0.9006433038
nearest_survey,common,WID_pretax_per_capita,1994,0.567818431,0.5313835724,118,0.9014975291
nearest_survey,common,WID_pretax_per_capita,1995,0.5721400126,0.5340710224,122,0.9047502513
nearest_survey,common,WID_pretax_per_capita,1996,0.5756635524,0.5353654405,126,0.9067853018
nearest_survey,common,WID_pretax_per_capita,1997,0.5746987687,0.5348857576,131,0.9082795594
nearest_survey,common,WID_pretax_per_capita,1998,0.5713770271,0.534125093,136,0.9125938589
nearest_survey,common,WID_pretax_per_capita,1999,0.5718695147,0.5375646988,140,0.9211732523
nearest_survey,common,WID_pretax_per_capita,2000,0.5715494897,0.5433277108,145,0.9221164442
nearest_survey,common,WID_pretax_per_capita,2001,0.5702180571,0.5473132802,150,0.9302616113
nearest_survey,common,WID_pretax_per_capita,2002,0.5692925322,0.5547861706,150,0.9297222687
nearest_survey,common,WID_pretax_per_capita,2003,0.5707201728,0.559017709,152,0.9501156878
nearest_survey,common,WID_pretax_per_capita,2004,0.5709223567,0.5624517921,153,0.9557380047
nearest_survey,common,WID_pretax_per_capita,2005,0.5710339778,0.5685476999,154,0.9555424394
nearest_survey,common,WID_pretax_per_capita,2006,0.5710875768,0.570767671,157,0.9629472715
nearest_survey,common,WID_pretax_per_capita,2007,0.5723272534,0.5736554116,158,0.9627458032
nearest_survey,common,WID_pretax_per_capita,2008,0.5694737276,0.5755257883,158,0.963166972
nearest_survey,common,WID_pretax_per_capita,2009,0.5662684178,0.5755812938,157,0.9589768922
nearest_survey,common,WID_pretax_per_capita,2010,0.5670208433,0.5769277107,158,0.9654584308
nearest_survey,common,WID_pretax_per_capita,2011,0.5665066125,0.5793751403,157,0.9637826245
nearest_survey,common,WID_pretax_per_capita,2012,0.5667675362,0.5779959412,158,0.9602577744
nearest_survey,common,WID_pretax_per_capita,2013,0.5682049349,0.5791325689,161,0.960479543
nearest_survey,common,WID_pretax_per_capita,2014,0.5661385407,0.5790379155,162,0.9596402296
nearest_survey,common,WID_pretax_per_capita,2015,0.5642494488,0.5804699214,160,0.9556539092
nearest_survey,common,WID_pretax_per_capita,2016,0.5641311435,0.5820652612,159,0.9552758132
nearest_survey,common,WID_pretax_per_capita,2017,0.5641291271,0.5844985116,161,0.9556281646
nearest_survey,common,WID_pretax_per_capita,2018,0.5630573739,0.5844004285,158,0.9541806667
nearest_survey,common,WID_pretax_per_capita,2019,0.5612143048,0.5821750121,155,0.9495027883
nearest_survey,common,WID_pretax_per_capita,2020,0.561910545,0.5824333573,151,0.9378961709
nearest_survey,common,WID_pretax_per_capita,2021,0.5579796516,0.583206069,147,0.9368576244
nearest_survey,common,WID_pretax_per_capita,2022,0.5549582898,0.5847567962,142,0.930063273
nearest_survey,common,WID_pretax_per_capita,2023,0.5535216325,0.5855037286,134,0.920359542
nearest_survey,common,WID_pretax_per_capita,2024,0.5514983462,0.5850635796,126,0.9025910072
nearest_survey,common_ex_ci,PIP,1990,0.4001463235,0.391400227,96,0.4964427175
nearest_survey,common_ex_ci,PIP,1991,0.4004079405,0.392077646,103,0.5063657025
nearest_survey,common_ex_ci,PIP,1992,0.4027582134,0.3910093531,106,0.5102674636
nearest_survey,common_ex_ci,PIP,1993,0.4027627891,0.396533726,114,0.5214061915
nearest_survey,common_ex_ci,PIP,1994,0.4022379432,0.3959613851,116,0.5224547388
nearest_survey,common_ex_ci,PIP,1995,0.4056480356,0.404544046,120,0.5259343517
nearest_survey,common_ex_ci,PIP,1996,0.4074153431,0.4057149713,124,0.5281929859
nearest_survey,common_ex_ci,PIP,1997,0.406064477,0.4023596032,129,0.5299660827
nearest_survey,common_ex_ci,PIP,1998,0.4008253157,0.3981997028,134,0.5345901761
nearest_survey,common_ex_ci,PIP,1999,0.3991893809,0.397924966,138,0.5435075025
nearest_survey,common_ex_ci,PIP,2000,0.39842357,0.3929604342,143,0.5447924272
nearest_survey,common_ex_ci,PIP,2001,0.396138628,0.3919028175,148,0.5533002525
nearest_survey,common_ex_ci,PIP,2002,0.3946191135,0.3889776301,148,0.5532897387
nearest_survey,common_ex_ci,PIP,2003,0.3956254849,0.3895188068,150,0.5743432704
nearest_survey,common_ex_ci,PIP,2004,0.3947873992,0.3891480208,151,0.580643564
nearest_survey,common_ex_ci,PIP,2005,0.3937058866,0.3907268172,152,0.5811661245
nearest_survey,common_ex_ci,PIP,2006,0.3903153003,0.3886754403,155,0.5893781936
nearest_survey,common_ex_ci,PIP,2007,0.3866568431,0.3847398987,156,0.5901393418
nearest_survey,common_ex_ci,PIP,2008,0.3849251293,0.3834122577,156,0.5916126558
nearest_survey,common_ex_ci,PIP,2009,0.3827003468,0.3811522634,155,0.5883618561
nearest_survey,common_ex_ci,PIP,2010,0.3806666775,0.3801352443,156,0.5956941893
nearest_survey,common_ex_ci,PIP,2011,0.3785638249,0.3807969577,155,0.5949377389
nearest_survey,common_ex_ci,PIP,2012,0.3785183693,0.3798315723,156,0.5923241403
nearest_survey,common_ex_ci,PIP,2013,0.3773134435,0.3802450504,159,0.5934602187
nearest_survey,common_ex_ci,PIP,2014,0.3769183325,0.3807105339,160,0.5936433539
nearest_survey,common_ex_ci,PIP,2015,0.3740085366,0.3800997145,158,0.5908045223
nearest_survey,common_ex_ci,PIP,2016,0.3727831079,0.379302559,157,0.5915198878
nearest_survey,common_ex_ci,PIP,2017,0.369549535,0.3768590773,159,0.5928694243
nearest_survey,common_ex_ci,PIP,2018,0.3678877723,0.3766832197,156,0.592572684
nearest_survey,common_ex_ci,PIP,2019,0.3645560937,0.3734455488,153,0.5892436834
nearest_survey,common_ex_ci,PIP,2020,0.3629692673,0.3680456984,149,0.5790427342
nearest_survey,common_ex_ci,PIP,2021,0.3583273696,0.3685130315,145,0.5795460821
nearest_survey,common_ex_ci,PIP,2022,0.3552332417,0.3694186652,140,0.5744894775
nearest_survey,common_ex_ci,PIP,2023,0.3531818681,0.3698459537,132,0.5666315742
nearest_survey,common_ex_ci,PIP,2024,0.3511008573,0.3669117774,124,0.5507292808
nearest_survey,common_ex_ci,PIP_consinc,1990,0.451169382,0.4544385627,96,0.4964427175
nearest_survey,common_ex_ci,PIP_consinc,1991,0.4544456475,0.4562334214,103,0.5063657025
nearest_survey,common_ex_ci,PIP_consinc,1992,0.457415977,0.4555015889,106,0.5102674636
nearest_survey,common_ex_ci,PIP_consinc,1993,0.4611628429,0.4635771227,114,0.5214061915
nearest_survey,common_ex_ci,PIP_consinc,1994,0.4628879049,0.4642750207,116,0.5224547388
nearest_survey,common_ex_ci,PIP_consinc,1995,0.4704968052,0.472753676,120,0.5259343517
nearest_survey,common_ex_ci,PIP_consinc,1996,0.4723903232,0.4748139688,124,0.5281929859
nearest_survey,common_ex_ci,PIP_consinc,1997,0.4759119337,0.4729991349,129,0.5299660827
nearest_survey,common_ex_ci,PIP_consinc,1998,0.473520365,0.4681383981,134,0.5345901761
nearest_survey,common_ex_ci,PIP_consinc,1999,0.4722425349,0.4690372974,138,0.5435075025
nearest_survey,common_ex_ci,PIP_consinc,2000,0.4735859424,0.4647649249,143,0.5447924272
nearest_survey,common_ex_ci,PIP_consinc,2001,0.4736508305,0.4649838528,148,0.5533002525
nearest_survey,common_ex_ci,PIP_consinc,2002,0.4724432194,0.4624913896,148,0.5532897387
nearest_survey,common_ex_ci,PIP_consinc,2003,0.4730461442,0.4602075172,150,0.5743432704
nearest_survey,common_ex_ci,PIP_consinc,2004,0.4721781619,0.4601922246,151,0.580643564
nearest_survey,common_ex_ci,PIP_consinc,2005,0.4690129351,0.4615935494,152,0.5811661245
nearest_survey,common_ex_ci,PIP_consinc,2006,0.4664511256,0.4602308786,155,0.5893781936
nearest_survey,common_ex_ci,PIP_consinc,2007,0.4653892824,0.4574546687,156,0.5901393418
nearest_survey,common_ex_ci,PIP_consinc,2008,0.4615061746,0.4557409441,156,0.5916126558
nearest_survey,common_ex_ci,PIP_consinc,2009,0.4576036723,0.4532823182,155,0.5883618561
nearest_survey,common_ex_ci,PIP_consinc,2010,0.4535455359,0.4527081389,156,0.5956941893
nearest_survey,common_ex_ci,PIP_consinc,2011,0.4504009852,0.4536691807,155,0.5949377389
nearest_survey,common_ex_ci,PIP_consinc,2012,0.4498392148,0.4534571728,156,0.5923241403
